date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
23:45:43	6399/6399	---M--	200	added ('OK')	application/javascript	date:Thu,%2013%20Aug%202020%2010:09:28%20GMT	http://barlows.co.nz/js/app/services/social-link.service.js	D:/My%20Web%20Sites/barlows.co.nz/barlows.co.nz/js/app/services/social-link.service.js	(from http://barlows.co.nz/)
23:45:44	6347/6347	---M--	200	added ('OK')	application/javascript	date:Thu,%2013%20Aug%202020%2010:09:28%20GMT	http://barlows.co.nz/js/app/services/tag.service.js	D:/My%20Web%20Sites/barlows.co.nz/barlows.co.nz/js/app/services/tag.service.js	(from http://barlows.co.nz/)
23:45:45	6376/6376	---M--	200	added ('OK')	application/javascript	date:Thu,%2013%20Aug%202020%2010:09:28%20GMT	http://barlows.co.nz/js/app/services/term-condition.service.js	D:/My%20Web%20Sites/barlows.co.nz/barlows.co.nz/js/app/services/term-condition.service.js	(from http://barlows.co.nz/)
23:45:45	7073/7073	---M--	200	added ('OK')	application/javascript	date:Thu,%2013%20Aug%202020%2010:09:28%20GMT	http://barlows.co.nz/js/app/services/transaction-single.service.js	D:/My%20Web%20Sites/barlows.co.nz/barlows.co.nz/js/app/services/transaction-single.service.js	(from http://barlows.co.nz/)
23:45:46	6573/6573	---M--	200	added ('OK')	application/javascript	date:Thu,%2013%20Aug%202020%2010:09:28%20GMT	http://barlows.co.nz/js/app/services/transaction-single-item.service.js	D:/My%20Web%20Sites/barlows.co.nz/barlows.co.nz/js/app/services/transaction-single-item.service.js	(from http://barlows.co.nz/)
23:45:46	6579/6579	---M--	200	added ('OK')	application/javascript	date:Thu,%2013%20Aug%202020%2010:09:28%20GMT	http://barlows.co.nz/js/app/services/website-column.service.js	D:/My%20Web%20Sites/barlows.co.nz/barlows.co.nz/js/app/services/website-column.service.js	(from http://barlows.co.nz/)
23:45:47	1108/1108	---M--	200	added ('OK')	application/javascript	date:Thu,%2013%20Aug%202020%2010:09:28%20GMT	http://barlows.co.nz/js/app/services/profile.service.js	D:/My%20Web%20Sites/barlows.co.nz/barlows.co.nz/js/app/services/profile.service.js	(from http://barlows.co.nz/)
23:45:48	10414/10414	---M--	200	added ('OK')	application/javascript	date:Thu,%2013%20Aug%202020%2010:09:28%20GMT	http://barlows.co.nz/js/app/services/my.service.js	D:/My%20Web%20Sites/barlows.co.nz/barlows.co.nz/js/app/services/my.service.js	(from http://barlows.co.nz/)
23:45:48	6330/6330	---M--	200	added ('OK')	application/javascript	date:Thu,%2013%20Aug%202020%2010:09:28%20GMT	http://barlows.co.nz/js/app/services/website-news.service.js	D:/My%20Web%20Sites/barlows.co.nz/barlows.co.nz/js/app/services/website-news.service.js	(from http://barlows.co.nz/)
23:45:49	7173/7173	---M--	200	added ('OK')	application/javascript	date:Thu,%2013%20Aug%202020%2010:09:28%20GMT	http://barlows.co.nz/js/app/services/attribute.service.js	D:/My%20Web%20Sites/barlows.co.nz/barlows.co.nz/js/app/services/attribute.service.js	(from http://barlows.co.nz/)
23:45:49	3910/3910	---M--	200	added ('OK')	application/javascript	date:Thu,%2013%20Aug%202020%2010:09:28%20GMT	http://barlows.co.nz/js/app/directives/file-dropzone.directive.js	D:/My%20Web%20Sites/barlows.co.nz/barlows.co.nz/js/app/directives/file-dropzone.directive.js	(from http://barlows.co.nz/)
23:45:49	933/933	---M--	200	added ('OK')	application/javascript	date:Thu,%2013%20Aug%202020%2010:09:28%20GMT	http://barlows.co.nz/js/app/directives/compare-password.directive.js	D:/My%20Web%20Sites/barlows.co.nz/barlows.co.nz/js/app/directives/compare-password.directive.js	(from http://barlows.co.nz/)
23:45:49	611/611	---M--	200	added ('OK')	application/javascript	date:Thu,%2013%20Aug%202020%2010:09:28%20GMT	http://barlows.co.nz/js/app/directives/compare-to.directive.js	D:/My%20Web%20Sites/barlows.co.nz/barlows.co.nz/js/app/directives/compare-to.directive.js	(from http://barlows.co.nz/)
23:45:50	1103/1103	---M--	200	added ('OK')	application/javascript	date:Thu,%2013%20Aug%202020%2010:09:28%20GMT	http://barlows.co.nz/js/app/directives/complex-password.directive.js	D:/My%20Web%20Sites/barlows.co.nz/barlows.co.nz/js/app/directives/complex-password.directive.js	(from http://barlows.co.nz/)
23:45:50	2080/2080	---M--	200	added ('OK')	application/javascript	date:Thu,%2013%20Aug%202020%2010:09:28%20GMT	http://barlows.co.nz/js/app/directives/valid-email.directive.js	D:/My%20Web%20Sites/barlows.co.nz/barlows.co.nz/js/app/directives/valid-email.directive.js	(from http://barlows.co.nz/)
23:45:50	306/306	---M--	404	error ('Not%20Found')	text/html	date:Mon,%2006%20Sep%202021%2011:44:17%20GMT	http://barlows.co.nz/barlows/images/blured.jpg	D:/My%20Web%20Sites/barlows.co.nz/barlows.co.nz/barlows/images/blured.a6.delayed	(from http://barlows.co.nz/barlows/css/style.css)
23:45:51	306/306	---M--	404	error ('Not%20Found')	text/html	date:Mon,%2006%20Sep%202021%2011:44:17%20GMT	http://barlows.co.nz/barlows/images/core_values_bg.jpg	D:/My%20Web%20Sites/barlows.co.nz/barlows.co.nz/barlows/images/core_values_bg.a7.delayed	(from http://barlows.co.nz/barlows/css/style.css)
23:45:51	306/306	---M--	404	error ('Not%20Found')	text/html	date:Mon,%2006%20Sep%202021%2011:44:17%20GMT	http://barlows.co.nz/barlows/images/counter_bg.jpg	D:/My%20Web%20Sites/barlows.co.nz/barlows.co.nz/barlows/images/counter_bg.a8.delayed	(from http://barlows.co.nz/barlows/css/style.css)
23:46:01	60767/60767	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Thu,%2013%20Aug%202020%2010:09:28%20GMT	http://barlows.co.nz/barlows/fonts/fontawesome-webfont.eot?v=4.3.0	D:/My%20Web%20Sites/barlows.co.nz/barlows.co.nz/barlows/fonts/fontawesome-webfonte0a5.eot	(from http://barlows.co.nz/barlows/css/style.css)
